"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
6.093558946E2,1.932385333E1,-9.917898833E1,2.293753488E3,2.285900000E3,0.000000000E0,1.974100037E2,6.797141978E-1,2.500000000E0,1.879999924E1,2.200000000E1
6.103558946E2,1.932385000E1,-9.917898667E1,2.293453492E3,2.285600000E3,0.000000000E0,1.974100037E2,6.803565699E-1,2.400000095E0,1.889999962E1,2.200000000E1
6.113558946E2,1.932384667E1,-9.917899167E1,2.293653509E3,2.285800000E3,0.000000000E0,1.974100037E2,6.803565699E-1,2.400000095E0,1.580000019E1,2.200000000E1
6.123558946E2,1.932384667E1,-9.917899167E1,2.293653509E3,2.285800000E3,0.000000000E0,1.974100037E2,6.803565699E-1,2.299999952E0,1.580000019E1,2.200000000E1
6.133558946E2,1.932384667E1,-9.917899167E1,2.293653509E3,2.285800000E3,0.000000000E0,1.974100037E2,6.803565699E-1,2.400000095E0,1.670000076E1,2.300000000E1
6.143558946E2,1.932384667E1,-9.917899167E1,2.293653509E3,2.285800000E3,0.000000000E0,1.974100037E2,6.831762778E-1,2.500000000E0,1.750000000E1,2.100000000E1
6.153558946E2,1.932383167E1,-9.917897000E1,2.292453500E3,2.284600000E3,0.000000000E0,1.974100037E2,6.839679429E-1,2.599999905E0,1.820000076E1,2.100000000E1
6.163558946E2,1.932382833E1,-9.917896333E1,2.291553495E3,2.283700000E3,0.000000000E0,1.974100037E2,6.848615088E-1,2.500000000E0,1.810000038E1,2.200000000E1
6.173558946E2,1.932382333E1,-9.917895667E1,2.290253493E3,2.282400000E3,0.000000000E0,1.974100037E2,6.853711355E-1,2.500000000E0,1.860000038E1,2.200000000E1
6.183558946E2,1.932382000E1,-9.917896000E1,2.289253507E3,2.281400000E3,0.000000000E0,1.974100037E2,6.857809718E-1,2.400000095E0,1.879999924E1,2.200000000E1
6.193558946E2,1.932381667E1,-9.917896167E1,2.288453518E3,2.280600000E3,0.000000000E0,1.974100037E2,6.866006443E-1,2.400000095E0,1.929999924E1,2.200000000E1
6.203558946E2,1.932381000E1,-9.917895833E1,2.287253526E3,2.279400000E3,0.000000000E0,1.974100037E2,6.866006443E-1,2.400000095E0,1.979999924E1,2.200000000E1
6.213558946E2,1.932381000E1,-9.917895833E1,2.287253526E3,2.279400000E3,0.000000000E0,1.974100037E2,6.866006443E-1,2.400000095E0,1.860000038E1,2.200000000E1
6.223558946E2,1.932381000E1,-9.917895833E1,2.287253526E3,2.279400000E3,0.000000000E0,1.974100037E2,6.866006443E-1,2.500000000E0,1.910000038E1,2.200000000E1
6.233558946E2,1.932381000E1,-9.917895833E1,2.287253526E3,2.279400000E3,0.000000000E0,1.974100037E2,6.866006443E-1,2.400000095E0,1.970000076E1,2.300000000E1
6.243558946E2,1.932381000E1,-9.917895833E1,2.287253526E3,2.279400000E3,0.000000000E0,1.974100037E2,6.866006443E-1,2.299999952E0,2.010000038E1,2.300000000E1
6.253558946E2,1.932381000E1,-9.917895833E1,2.287253526E3,2.279400000E3,0.000000000E0,1.974100037E2,6.866006443E-1,2.299999952E0,2.020000076E1,2.300000000E1
6.263558946E2,1.932381000E1,-9.917895833E1,2.287253526E3,2.279400000E3,0.000000000E0,1.974100037E2,6.866006443E-1,2.299999952E0,1.910000038E1,2.300000000E1
6.273558946E2,1.932381000E1,-9.917895833E1,2.287253526E3,2.279400000E3,0.000000000E0,1.974100037E2,6.866006443E-1,2.299999952E0,1.639999962E1,2.300000000E1
6.283558946E2,1.932381000E1,-9.917895833E1,2.287253526E3,2.279400000E3,0.000000000E0,1.974100037E2,6.866006443E-1,2.299999952E0,1.610000038E1,2.300000000E1
6.293558946E2,1.932381000E1,-9.917895833E1,2.287253526E3,2.279400000E3,0.000000000E0,1.974100037E2,6.866006443E-1,2.200000048E0,1.670000076E1,2.400000000E1
6.303558946E2,1.932381000E1,-9.917895833E1,2.287253526E3,2.279400000E3,0.000000000E0,1.974100037E2,6.866006443E-1,2.299999952E0,1.689999962E1,2.300000000E1
6.313558946E2,1.932381000E1,-9.917895833E1,2.287253526E3,2.279400000E3,0.000000000E0,1.974100037E2,6.866006443E-1,2.299999952E0,1.750000000E1,2.300000000E1
6.323558946E2,1.932381000E1,-9.917895833E1,2.287253526E3,2.279400000E3,0.000000000E0,1.974100037E2,6.911031160E-1,2.400000095E0,1.829999924E1,2.400000000E1
6.333558946E2,1.932377000E1,-9.917895167E1,2.280253603E3,2.272400000E3,0.000000000E0,1.974100037E2,6.915129523E-1,2.400000095E0,1.770000076E1,2.400000000E1
6.343558946E2,1.932376667E1,-9.917895333E1,2.280253614E3,2.272400000E3,0.000000000E0,1.974100037E2,6.920957836E-1,2.400000095E0,1.739999962E1,2.300000000E1
6.353558946E2,1.932376167E1,-9.917895500E1,2.280353629E3,2.272500000E3,0.000000000E0,1.974100037E2,6.924916162E-1,2.500000000E0,1.750000000E1,2.300000000E1
6.363558946E2,1.932376000E1,-9.917895833E1,2.280653639E3,2.272800000E3,0.000000000E0,1.974100037E2,6.932832815E-1,2.500000000E0,1.760000038E1,2.300000000E1
6.373558946E2,1.932376333E1,-9.917895167E1,2.280453619E3,2.272600000E3,0.000000000E0,1.974100037E2,6.936539313E-1,2.400000095E0,1.800000000E1,2.300000000E1
6.383558946E2,1.932376667E1,-9.917895167E1,2.280453611E3,2.272600000E3,0.000000000E0,1.974100037E2,6.942367626E-1,2.400000095E0,1.750000000E1,2.300000000E1
6.393558946E2,1.932377167E1,-9.917895000E1,2.280653596E3,2.272800000E3,0.000000000E0,1.974100037E2,6.944116470E-1,2.400000095E0,1.789999962E1,2.300000000E1
6.403558946E2,1.932377167E1,-9.917895167E1,2.280553600E3,2.272700000E3,0.000000000E0,1.974100037E2,6.949212737E-1,2.500000000E0,1.789999962E1,2.200000000E1
6.413558946E2,1.932377500E1,-9.917895500E1,2.280653599E3,2.272800000E3,0.000000000E0,1.974100037E2,6.956208112E-1,2.500000000E0,1.870000076E1,2.200000000E1
6.423558946E2,1.932377500E1,-9.917896167E1,2.280653612E3,2.272800000E3,0.000000000E0,1.974100037E2,6.963852513E-1,2.599999905E0,1.879999924E1,2.100000000E1
6.433558946E2,1.932378000E1,-9.917896667E1,2.281453611E3,2.273600000E3,0.000000000E0,1.974100037E2,6.971265508E-1,2.500000000E0,1.789999962E1,2.000000000E1
6.443558946E2,1.932378667E1,-9.917896667E1,2.281853595E3,2.274000000E3,0.000000000E0,1.877599945E2,6.971265508E-1,2.500000000E0,1.810000038E1,2.100000000E1
6.453558946E2,1.932378667E1,-9.917896667E1,2.281853595E3,2.274000000E3,0.000000000E0,1.877599945E2,6.971265508E-1,2.500000000E0,1.770000076E1,2.100000000E1
6.463558946E2,1.932378667E1,-9.917896667E1,2.281853595E3,2.274000000E3,0.000000000E0,1.877599945E2,7.008570648E-1,2.500000000E0,1.670000076E1,2.300000000E1
6.473558946E2,1.932379833E1,-9.917900000E1,2.282853635E3,2.275000000E3,0.000000000E0,2.975100098E2,7.021361361E-1,2.500000000E0,1.739999962E1,2.300000000E1
6.483558946E2,1.932380167E1,-9.917901167E1,2.283253651E3,2.275400000E3,0.000000000E0,2.975100098E2,7.030791192E-1,2.500000000E0,1.810000038E1,2.400000000E1
6.493558946E2,1.932379333E1,-9.917901333E1,2.283453673E3,2.275600000E3,0.000000000E0,2.975100098E2,7.036350939E-1,2.500000000E0,1.910000038E1,2.200000000E1
6.503558946E2,1.932378833E1,-9.917901333E1,2.283653684E3,2.275800000E3,4.390580654E-1,2.215700073E2,7.044267591E-1,2.500000000E0,1.950000000E1,2.200000000E1
6.513558946E2,1.932378500E1,-9.917900667E1,2.283653678E3,2.275800000E3,0.000000000E0,2.215700073E2,7.046815724E-1,2.599999905E0,2.010000038E1,2.200000000E1
6.523558946E2,1.932378667E1,-9.917900500E1,2.283553671E3,2.275700000E3,5.126633048E-1,2.431799927E2,7.059197112E-1,2.599999905E0,1.910000038E1,2.100000000E1
6.533558946E2,1.932378500E1,-9.917901667E1,2.283153698E3,2.275300000E3,5.476644635E-1,2.174900055E2,7.065025425E-1,2.500000000E0,1.860000038E1,2.100000000E1
6.543558946E2,1.932378000E1,-9.917901833E1,2.283453713E3,2.275600000E3,5.507527590E-1,2.357299957E2,7.076489013E-1,2.400000095E0,1.860000038E1,2.300000000E1
6.553558946E2,1.932377333E1,-9.917902667E1,2.283153744E3,2.275300000E3,5.625913739E-1,2.113899994E2,7.089229681E-1,2.299999952E0,1.729999924E1,2.300000000E1
6.563558946E2,1.932376500E1,-9.917903500E1,2.282753780E3,2.274900000E3,5.136927962E-1,1.107799988E2,7.093328044E-1,2.299999952E0,1.770000076E1,2.200000000E1
6.573558946E2,1.932376167E1,-9.917903667E1,2.282453791E3,2.274600000E3,4.642794430E-1,2.681999969E1,7.097286371E-1,2.200000048E0,1.789999962E1,2.200000000E1
6.583558946E2,1.932376000E1,-9.917903333E1,2.282153788E3,2.274300000E3,4.560438991E-1,9.001000214E1,7.108414825E-1,2.200000048E0,1.839999962E1,2.200000000E1
6.593558946E2,1.932376333E1,-9.917902333E1,2.281853760E3,2.274000000E3,4.256752729E-1,1.139800034E2,7.116331478E-1,2.200000048E0,1.750000000E1,2.300000000E1
6.603558946E2,1.932376000E1,-9.917901667E1,2.281253755E3,2.273400000E3,4.544997215E-1,1.173000031E2,7.126986941E-1,2.200000048E0,1.720000076E1,2.400000000E1
6.613558946E2,1.932375833E1,-9.917900667E1,2.281553739E3,2.273700000E3,5.039130449E-1,1.104599991E2,7.132551168E-1,2.299999952E0,1.789999962E1,2.300000000E1
6.623558946E2,1.932375667E1,-9.917900167E1,2.281353733E3,2.273500000E3,0.000000000E0,1.104599991E2,7.135099302E-1,2.400000095E0,1.870000076E1,2.300000000E1
6.633558946E2,1.932375833E1,-9.917900000E1,2.281153726E3,2.273300000E3,0.000000000E0,1.104599991E2,7.139057629E-1,2.500000000E0,1.900000000E1,2.400000000E1
6.643558946E2,1.932376000E1,-9.917899667E1,2.281153715E3,2.273300000E3,0.000000000E0,1.104599991E2,7.141605763E-1,2.500000000E0,1.979999924E1,2.400000000E1
6.653558946E2,1.932375833E1,-9.917899500E1,2.281253716E3,2.273400000E3,0.000000000E0,1.104599991E2,7.141605763E-1,2.599999905E0,2.060000038E1,2.300000000E1
6.663558946E2,1.932375833E1,-9.917899500E1,2.281153716E3,2.273300000E3,0.000000000E0,1.104599991E2,7.155599265E-1,2.700000048E0,2.079999924E1,2.300000000E1
6.673558946E2,1.932374667E1,-9.917900000E1,2.281153752E3,2.273300000E3,0.000000000E0,1.104599991E2,7.163215757E-1,2.799999952E0,2.110000038E1,2.000000000E1
6.683558946E2,1.932374000E1,-9.917900167E1,2.281253770E3,2.273400000E3,0.000000000E0,1.104599991E2,7.176651748E-1,2.900000095E0,2.110000038E1,1.900000000E1
6.693558946E2,1.932372833E1,-9.917900500E1,2.281153803E3,2.273300000E3,0.000000000E0,1.104599991E2,7.195184235E-1,2.900000095E0,2.170000076E1,1.800000000E1
6.703558946E2,1.932371167E1,-9.917900500E1,2.281253841E3,2.273400000E3,0.000000000E0,1.104599991E2,7.213716723E-1,3.000000000E0,2.189999962E1,1.700000000E1
6.713558946E2,1.932369500E1,-9.917900500E1,2.281153879E3,2.273300000E3,0.000000000E0,1.104599991E2,7.218812992E-1,3.099999905E0,2.089999962E1,1.500000000E1
6.723558946E2,1.932369167E1,-9.917900167E1,2.281053880E3,2.273200000E3,0.000000000E0,1.104599991E2,7.220666241E-1,3.000000000E0,2.100000000E1,1.300000000E1
6.733558946E2,1.932369333E1,-9.917900167E1,2.280853876E3,2.273000000E3,0.000000000E0,1.104599991E2,7.224163930E-1,3.099999905E0,2.170000076E1,1.500000000E1
6.743558946E2,1.932369333E1,-9.917900500E1,2.280853883E3,2.273000000E3,0.000000000E0,1.104599991E2,7.228122257E-1,3.099999905E0,2.200000000E1,1.500000000E1
6.753558946E2,1.932369167E1,-9.917900167E1,2.280553880E3,2.272700000E3,0.000000000E0,1.104599991E2,7.231619946E-1,3.099999905E0,2.139999962E1,1.600000000E1
6.763558946E2,1.932369167E1,-9.917899833E1,2.280553873E3,2.272700000E3,0.000000000E0,1.104599991E2,7.245618794E-1,3.099999905E0,2.110000038E1,1.600000000E1
6.773558946E2,1.932370000E1,-9.917898833E1,2.280553834E3,2.272700000E3,0.000000000E0,1.104599991E2,7.260092196E-1,3.099999905E0,2.079999924E1,1.600000000E1
6.783558946E2,1.932370333E1,-9.917897500E1,2.280953801E3,2.273100000E3,0.000000000E0,1.104599991E2,7.280116782E-1,3.000000000E0,2.279999924E1,1.800000000E1
6.793558946E2,1.932370833E1,-9.917895667E1,2.281353753E3,2.273500000E3,0.000000000E0,1.104599991E2,7.284215145E-1,3.000000000E0,1.829999924E1,1.700000000E1
6.803558946E2,1.932370500E1,-9.917895833E1,2.282053764E3,2.274200000E3,0.000000000E0,1.104599991E2,7.298526570E-1,3.000000000E0,1.829999924E1,1.800000000E1
6.813558946E2,1.932369833E1,-9.917897000E1,2.282753802E3,2.274900000E3,0.000000000E0,1.104599991E2,7.304090799E-1,2.900000095E0,1.820000076E1,1.900000000E1
6.823558946E2,1.932369667E1,-9.917896500E1,2.283353796E3,2.275500000E3,0.000000000E0,1.104599991E2,7.310514523E-1,2.799999952E0,1.850000000E1,1.900000000E1
6.833558946E2,1.932369333E1,-9.917897000E1,2.283753813E3,2.275900000E3,0.000000000E0,1.104599991E2,7.315610792E-1,2.700000048E0,1.770000076E1,1.900000000E1
6.843558946E2,1.932369000E1,-9.917897333E1,2.284853827E3,2.277000000E3,4.689119458E-1,2.393800049E2,7.322847493E-1,2.500000000E0,1.539999962E1,2.100000000E1
6.853558946E2,1.932368833E1,-9.917898000E1,2.285853844E3,2.278000000E3,4.539850056E-1,1.913200073E2,7.331785948E-1,2.400000095E0,1.460000038E1,2.100000000E1
6.863558946E2,1.932369000E1,-9.917898833E1,2.286553857E3,2.278700000E3,4.498672187E-1,1.939900055E2,7.337614261E-1,2.400000095E0,1.430000019E1,2.200000000E1
6.873558946E2,1.932368500E1,-9.917898667E1,2.285553865E3,2.277700000E3,4.200133383E-1,2.104799957E2,7.341572589E-1,2.299999952E0,1.430000019E1,2.300000000E1
6.883558946E2,1.932368333E1,-9.917898333E1,2.284653862E3,2.276800000E3,0.000000000E0,2.738900146E2,7.341572589E-1,2.299999952E0,1.510000038E1,2.300000000E1
6.893558946E2,1.932368333E1,-9.917898333E1,2.284553862E3,2.276700000E3,0.000000000E0,3.057399902E2,7.347136818E-1,2.299999952E0,1.589999962E1,2.300000000E1
6.903558946E2,1.932368167E1,-9.917897833E1,2.283853856E3,2.276000000E3,0.000000000E0,3.057399902E2,7.347136818E-1,2.400000095E0,1.710000038E1,2.300000000E1
6.913558946E2,1.932368167E1,-9.917897833E1,2.283853856E3,2.276000000E3,0.000000000E0,3.057399902E2,7.347136818E-1,2.400000095E0,1.839999962E1,2.200000000E1
6.923558946E2,1.932368167E1,-9.917897833E1,2.283853856E3,2.276000000E3,0.000000000E0,3.057399902E2,7.347136818E-1,2.400000095E0,1.760000038E1,2.200000000E1
6.933558946E2,1.932368167E1,-9.917897833E1,2.283853856E3,2.276000000E3,0.000000000E0,3.057399902E2,7.347136818E-1,2.299999952E0,1.739999962E1,2.200000000E1
6.943558946E2,1.932368167E1,-9.917897833E1,2.283853856E3,2.276000000E3,0.000000000E0,3.057399902E2,7.347136818E-1,2.400000095E0,1.789999962E1,2.200000000E1
6.953558946E2,1.932368167E1,-9.917897833E1,2.283853856E3,2.276000000E3,0.000000000E0,3.057399902E2,7.347136818E-1,2.299999952E0,1.870000076E1,2.200000000E1
6.963558946E2,1.932368167E1,-9.917897833E1,2.283853856E3,2.276000000E3,0.000000000E0,2.640899963E2,7.347136818E-1,2.400000095E0,1.610000038E1,2.400000000E1
6.973558946E2,1.932368167E1,-9.917897833E1,2.283853856E3,2.276000000E3,0.000000000E0,2.640899963E2,7.365013727E-1,2.400000095E0,1.660000038E1,2.400000000E1
6.983558946E2,1.932368500E1,-9.917899500E1,2.282553882E3,2.274700000E3,0.000000000E0,2.287400055E2,7.378458994E-1,2.500000000E0,1.729999924E1,2.400000000E1
6.993558946E2,1.932368000E1,-9.917900667E1,2.282353916E3,2.274500000E3,0.000000000E0,2.287400055E2,7.391249715E-1,2.599999905E0,1.820000076E1,2.200000000E1
7.003558946E2,1.932367667E1,-9.917901833E1,2.282453947E3,2.274600000E3,0.000000000E0,2.287400055E2,7.400188170E-1,2.500000000E0,1.889999962E1,2.200000000E1
7.013558946E2,1.932367833E1,-9.917902667E1,2.281953959E3,2.274100000E3,0.000000000E0,2.287400055E2,7.402736304E-1,2.500000000E0,1.850000000E1,2.400000000E1
7.023558946E2,1.932368000E1,-9.917902500E1,2.281953952E3,2.274100000E3,0.000000000E0,2.287400055E2,7.411671969E-1,2.500000000E0,1.829999924E1,2.400000000E1
7.033558946E2,1.932368500E1,-9.917901833E1,2.281653928E3,2.273800000E3,0.000000000E0,2.287400055E2,7.418240425E-1,2.500000000E0,1.750000000E1,2.400000000E1
7.043558946E2,1.932369000E1,-9.917902167E1,2.281253923E3,2.273400000E3,0.000000000E0,2.287400055E2,7.424068738E-1,2.500000000E0,1.720000076E1,2.300000000E1
7.053558946E2,1.932369500E1,-9.917902333E1,2.280353915E3,2.272500000E3,0.000000000E0,2.287400055E2,7.429628484E-1,2.500000000E0,1.620000076E1,2.300000000E1
7.063558946E2,1.932370000E1,-9.917902333E1,2.279753904E3,2.271900000E3,0.000000000E0,2.287400055E2,7.440884664E-1,2.500000000E0,1.629999924E1,2.200000000E1
7.073558946E2,1.932371000E1,-9.917902167E1,2.279553878E3,2.271700000E3,0.000000000E0,2.287400055E2,7.459417151E-1,2.500000000E0,1.650000000E1,2.200000000E1
7.083558946E2,1.932372667E1,-9.917902167E1,2.279653840E3,2.271800000E3,0.000000000E0,2.287400055E2,7.472554062E-1,2.400000095E0,1.710000038E1,2.300000000E1
7.093558946E2,1.932373667E1,-9.917901500E1,2.279553804E3,2.271700000E3,0.000000000E0,2.287400055E2,7.491814882E-1,2.400000095E0,1.750000000E1,2.300000000E1
7.103558946E2,1.932375333E1,-9.917901000E1,2.279353757E3,2.271500000E3,0.000000000E0,8.072000122E1,7.502934375E-1,2.299999952E0,1.739999962E1,2.400000000E1
7.113558946E2,1.932376333E1,-9.917901000E1,2.279153734E3,2.271300000E3,0.000000000E0,8.072000122E1,7.502934375E-1,2.299999952E0,1.760000038E1,2.400000000E1
7.123558946E2,1.932376333E1,-9.917901000E1,2.279153734E3,2.271300000E3,0.000000000E0,8.072000122E1,7.502934375E-1,2.299999952E0,1.770000076E1,2.400000000E1
7.133558946E2,1.932376333E1,-9.917901000E1,2.279153734E3,2.271300000E3,0.000000000E0,8.072000122E1,7.523331111E-1,2.400000095E0,1.710000038E1,2.400000000E1
7.143558946E2,1.932377500E1,-9.917899500E1,2.279653678E3,2.271800000E3,0.000000000E0,8.072000122E1,7.536071779E-1,2.500000000E0,1.729999924E1,2.400000000E1
7.153558946E2,1.932378333E1,-9.917898667E1,2.280253643E3,2.272400000E3,0.000000000E0,8.072000122E1,7.541900092E-1,2.500000000E0,1.729999924E1,2.300000000E1
7.163558946E2,1.932378833E1,-9.917898833E1,2.280653635E3,2.272800000E3,0.000000000E0,8.072000122E1,7.545998455E-1,2.500000000E0,1.770000076E1,2.300000000E1
7.173558946E2,1.932379167E1,-9.917898667E1,2.281153624E3,2.273300000E3,0.000000000E0,8.072000122E1,7.551558201E-1,2.400000095E0,1.779999924E1,2.300000000E1
7.183558946E2,1.932379667E1,-9.917898667E1,2.281853612E3,2.274000000E3,0.000000000E0,8.072000122E1,7.557386514E-1,2.400000095E0,1.820000076E1,2.300000000E1
7.193558946E2,1.932380167E1,-9.917898833E1,2.281953604E3,2.274100000E3,0.000000000E0,8.072000122E1,7.567290912E-1,2.500000000E0,1.860000038E1,2.300000000E1
7.203558946E2,1.932381000E1,-9.917899167E1,2.282153592E3,2.274300000E3,0.000000000E0,8.072000122E1,7.574907404E-1,2.500000000E0,1.920000076E1,2.300000000E1
7.213558946E2,1.932381667E1,-9.917899333E1,2.282253580E3,2.274400000E3,0.000000000E0,8.072000122E1,7.585555847E-1,2.500000000E0,1.939999962E1,2.200000000E1
7.223558946E2,1.932382500E1,-9.917899833E1,2.282453571E3,2.274600000E3,0.000000000E0,8.072000122E1,7.592124301E-1,2.500000000E0,2.210000038E1,2.400000000E1
7.233558946E2,1.932383000E1,-9.917900167E1,2.282353567E3,2.274500000E3,0.000000000E0,8.072000122E1,7.598692755E-1,2.500000000E0,2.239999962E1,2.300000000E1
7.243558946E2,1.932382500E1,-9.917900500E1,2.282453585E3,2.274600000E3,0.000000000E0,8.072000122E1,7.620315535E-1,2.400000095E0,1.989999962E1,2.300000000E1
7.253558946E2,1.932381167E1,-9.917902000E1,2.282753645E3,2.274900000E3,0.000000000E0,8.072000122E1,7.629812874E-1,2.400000095E0,1.989999962E1,2.300000000E1
7.263558946E2,1.932380833E1,-9.917902833E1,2.282653669E3,2.274800000E3,0.000000000E0,8.072000122E1,7.629812874E-1,2.400000095E0,1.979999924E1,2.400000000E1
7.273558946E2,1.932380833E1,-9.917902833E1,2.282653669E3,2.274800000E3,0.000000000E0,8.072000122E1,7.629812874E-1,2.500000000E0,1.800000000E1,2.200000000E1
7.283558946E2,1.932380833E1,-9.917902833E1,2.282653669E3,2.274800000E3,0.000000000E0,8.072000122E1,7.629812874E-1,2.500000000E0,1.850000000E1,2.200000000E1
7.293558946E2,1.932380833E1,-9.917902833E1,2.282653669E3,2.274800000E3,0.000000000E0,8.072000122E1,7.629812874E-1,2.500000000E0,1.820000076E1,2.200000000E1
7.303558946E2,1.932380833E1,-9.917902833E1,2.282653669E3,2.274800000E3,0.000000000E0,8.072000122E1,7.646593942E-1,2.599999905E0,1.889999962E1,2.200000000E1
7.313558946E2,1.932380000E1,-9.917904167E1,2.282853714E3,2.275000000E3,0.000000000E0,8.072000122E1,7.665920281E-1,2.700000048E0,1.960000038E1,2.300000000E1
7.323558946E2,1.932379833E1,-9.917906000E1,2.282753754E3,2.274900000E3,0.000000000E0,8.072000122E1,7.680033237E-1,2.700000048E0,2.010000038E1,2.300000000E1
7.333558946E2,1.932379667E1,-9.917907333E1,2.282753784E3,2.274900000E3,0.000000000E0,8.072000122E1,7.688968898E-1,2.799999952E0,2.050000000E1,2.300000000E1
7.343558946E2,1.932380167E1,-9.917908000E1,2.282553786E3,2.274700000E3,0.000000000E0,8.072000122E1,7.703280316E-1,2.900000095E0,1.939999962E1,2.300000000E1
7.353558946E2,1.932380833E1,-9.917909167E1,2.282453794E3,2.274600000E3,0.000000000E0,8.072000122E1,7.716725574E-1,3.000000000E0,1.910000038E1,2.100000000E1
7.363558946E2,1.932381333E1,-9.917910333E1,2.282453806E3,2.274600000E3,0.000000000E0,8.072000122E1,7.725661234E-1,3.000000000E0,1.929999924E1,2.100000000E1
7.373558946E2,1.932381833E1,-9.917911000E1,2.282353808E3,2.274500000E3,0.000000000E0,8.072000122E1,7.736023285E-1,3.000000000E0,1.920000076E1,2.100000000E1
7.383558946E2,1.932382333E1,-9.917911833E1,2.282253813E3,2.274400000E3,0.000000000E0,8.072000122E1,7.759336536E-1,3.000000000E0,1.920000076E1,2.100000000E1
7.393558946E2,1.932384333E1,-9.917911167E1,2.282153754E3,2.274300000E3,0.000000000E0,8.072000122E1,7.774625335E-1,3.000000000E0,1.900000000E1,2.100000000E1
7.403558946E2,1.932385333E1,-9.917910167E1,2.281753712E3,2.273900000E3,0.000000000E0,8.072000122E1,7.780185082E-1,3.000000000E0,1.939999962E1,1.900000000E1
7.413558946E2,1.932384833E1,-9.917910167E1,2.281353723E3,2.273500000E3,0.000000000E0,8.072000122E1,7.785744828E-1,2.900000095E0,1.970000076E1,1.900000000E1
7.423558946E2,1.932385333E1,-9.917910167E1,2.280853712E3,2.273000000E3,0.000000000E0,8.072000122E1,7.793361320E-1,3.000000000E0,1.929999924E1,1.700000000E1
7.433558946E2,1.932386000E1,-9.917910333E1,2.280353700E3,2.272500000E3,0.000000000E0,8.072000122E1,7.806334061E-1,3.000000000E0,1.970000076E1,1.800000000E1
7.443558946E2,1.932387167E1,-9.917910333E1,2.279853674E3,2.272000000E3,0.000000000E0,8.072000122E1,7.824866549E-1,3.000000000E0,1.939999962E1,1.700000000E1
7.453558946E2,1.932388833E1,-9.917910333E1,2.279353636E3,2.271500000E3,0.000000000E0,8.072000122E1,7.833063274E-1,3.000000000E0,1.870000076E1,1.700000000E1
7.463558946E2,1.932389500E1,-9.917910667E1,2.278953628E3,2.271100000E3,0.000000000E0,8.072000122E1,7.843425321E-1,3.000000000E0,1.950000000E1,1.800000000E1
7.473558946E2,1.932389000E1,-9.917911500E1,2.278453655E3,2.270600000E3,0.000000000E0,8.072000122E1,7.848985067E-1,2.900000095E0,1.960000038E1,1.500000000E1
7.483558946E2,1.932388500E1,-9.917911500E1,2.278153667E3,2.270300000E3,0.000000000E0,8.072000122E1,7.853083430E-1,3.000000000E0,1.960000038E1,1.500000000E1
7.493558946E2,1.932388167E1,-9.917911333E1,2.277853671E3,2.270000000E3,0.000000000E0,8.072000122E1,7.858647653E-1,3.000000000E0,2.000000000E1,1.500000000E1
7.503558946E2,1.932388000E1,-9.917910833E1,2.277553665E3,2.269700000E3,0.000000000E0,8.072000122E1,7.864211876E-1,3.099999905E0,2.010000038E1,1.600000000E1
7.513558946E2,1.932388167E1,-9.917911333E1,2.277353671E3,2.269500000E3,0.000000000E0,8.072000122E1,7.871448570E-1,3.099999905E0,2.060000038E1,1.600000000E1
7.523558946E2,1.932388000E1,-9.917912000E1,2.276853688E3,2.269000000E3,0.000000000E0,8.072000122E1,7.879065062E-1,3.200000048E0,2.100000000E1,1.500000000E1
7.533558946E2,1.932387333E1,-9.917912167E1,2.276253706E3,2.268400000E3,0.000000000E0,8.072000122E1,7.890184554E-1,3.299999952E0,2.139999962E1,1.400000000E1
7.543558946E2,1.932386333E1,-9.917912167E1,2.275753729E3,2.267900000E3,0.000000000E0,8.072000122E1,7.895280820E-1,3.299999952E0,2.120000076E1,1.400000000E1
7.553558946E2,1.932386000E1,-9.917911833E1,2.275253730E3,2.267400000E3,0.000000000E0,8.072000122E1,7.917055510E-1,3.299999952E0,2.079999924E1,1.400000000E1
7.563558946E2,1.932387167E1,-9.917913500E1,2.274953736E3,2.267100000E3,0.000000000E0,8.072000122E1,7.931366924E-1,3.299999952E0,2.089999962E1,1.400000000E1
7.573558946E2,1.932387833E1,-9.917914667E1,2.274553744E3,2.266700000E3,0.000000000E0,8.072000122E1,7.946105554E-1,3.299999952E0,2.050000000E1,1.300000000E1
7.583558946E2,1.932389000E1,-9.917915333E1,2.274253731E3,2.266400000E3,0.000000000E0,8.072000122E1,7.967658128E-1,3.400000095E0,2.079999924E1,1.300000000E1
7.593558946E2,1.932390833E1,-9.917916000E1,2.273853703E3,2.266000000E3,0.000000000E0,8.072000122E1,7.995366395E-1,3.400000095E0,2.029999924E1,1.300000000E1
7.603558946E2,1.932392000E1,-9.917918333E1,2.273453723E3,2.265600000E3,0.000000000E0,8.072000122E1,8.022256896E-1,3.400000095E0,2.029999924E1,1.400000000E1
7.613558946E2,1.932393000E1,-9.917920667E1,2.273153746E3,2.265300000E3,0.000000000E0,8.072000122E1,8.029669891E-1,3.400000095E0,1.970000076E1,1.400000000E1
7.623558946E2,1.932393667E1,-9.917920667E1,2.272853731E3,2.265000000E3,0.000000000E0,8.072000122E1,8.040162943E-1,3.400000095E0,2.000000000E1,1.400000000E1
