"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
3.023558946E2,1.932394167E1,-9.917901000E1,2.283953331E3,2.276100000E3,7.566416860E-1,2.184299927E2,3.732362063E-1,2.500000000E0,1.469999981E1,2.500000000E1
3.033558946E2,1.932393000E1,-9.917901167E1,2.283953360E3,2.276100000E3,0.000000000E0,2.184299927E2,3.745452153E-1,2.500000000E0,1.480000019E1,2.400000000E1
3.043558946E2,1.932391833E1,-9.917901000E1,2.283853383E3,2.276000000E3,0.000000000E0,2.184299927E2,3.752865149E-1,2.500000000E0,1.539999962E1,2.500000000E1
3.053558946E2,1.932391167E1,-9.917901000E1,2.283853398E3,2.276000000E3,0.000000000E0,2.184299927E2,3.762131392E-1,2.599999905E0,1.600000000E1,2.500000000E1
3.063558946E2,1.932390333E1,-9.917901000E1,2.283953417E3,2.276100000E3,0.000000000E0,2.184299927E2,3.772035789E-1,2.599999905E0,1.670000076E1,2.400000000E1
3.073558946E2,1.932389500E1,-9.917900667E1,2.283953430E3,2.276100000E3,0.000000000E0,2.184299927E2,3.779952437E-1,2.700000048E0,1.729999924E1,2.200000000E1
3.083558946E2,1.932389167E1,-9.917900000E1,2.283853424E3,2.276000000E3,0.000000000E0,2.184299927E2,3.782500570E-1,2.799999952E0,1.779999924E1,1.900000000E1
3.093558946E2,1.932389000E1,-9.917899833E1,2.283853424E3,2.276000000E3,0.000000000E0,2.184299927E2,3.785048703E-1,2.900000095E0,1.820000076E1,2.000000000E1
3.103558946E2,1.932388833E1,-9.917899667E1,2.283753425E3,2.275900000E3,0.000000000E0,2.184299927E2,3.792285396E-1,3.000000000E0,1.839999962E1,2.000000000E1
3.113558946E2,1.932388667E1,-9.917900333E1,2.283953442E3,2.276100000E3,0.000000000E0,2.184299927E2,3.829413074E-1,3.099999905E0,1.829999924E1,1.700000000E1
3.123558946E2,1.932390667E1,-9.917903167E1,2.283353453E3,2.275500000E3,0.000000000E0,2.184299927E2,3.839775121E-1,3.000000000E0,1.760000038E1,1.700000000E1
3.133558946E2,1.932391167E1,-9.917904000E1,2.283153458E3,2.275300000E3,0.000000000E0,2.184299927E2,3.843733445E-1,3.099999905E0,1.700000000E1,1.600000000E1
3.143558946E2,1.932391333E1,-9.917904333E1,2.283153461E3,2.275300000E3,0.000000000E0,2.184299927E2,3.843733445E-1,3.200000048E0,1.670000076E1,1.500000000E1
3.153558946E2,1.932391333E1,-9.917904333E1,2.283153461E3,2.275300000E3,0.000000000E0,2.184299927E2,3.848829710E-1,3.299999952E0,1.710000038E1,1.500000000E1
3.163558946E2,1.932391000E1,-9.917904667E1,2.283153475E3,2.275300000E3,0.000000000E0,2.184299927E2,3.848829710E-1,3.400000095E0,1.760000038E1,1.400000000E1
3.173558946E2,1.932391000E1,-9.917904667E1,2.283153475E3,2.275300000E3,0.000000000E0,2.184299927E2,3.859322763E-1,3.500000000E0,1.760000038E1,1.200000000E1
3.183558946E2,1.932391000E1,-9.917903667E1,2.283153455E3,2.275300000E3,0.000000000E0,2.184299927E2,3.870451208E-1,3.400000095E0,1.750000000E1,1.200000000E1
3.193558946E2,1.932390667E1,-9.917902667E1,2.282953443E3,2.275100000E3,0.000000000E0,2.184299927E2,3.879881040E-1,3.400000095E0,1.760000038E1,1.200000000E1
3.203558946E2,1.932389833E1,-9.917902833E1,2.282853465E3,2.275000000E3,0.000000000E0,2.184299927E2,3.893993987E-1,3.400000095E0,1.739999962E1,1.100000000E1
3.213558946E2,1.932390000E1,-9.917901500E1,2.282853435E3,2.275000000E3,0.000000000E0,2.184299927E2,3.910679196E-1,3.500000000E0,1.800000000E1,1.200000000E1
3.223558946E2,1.932388833E1,-9.917902500E1,2.282653481E3,2.274800000E3,0.000000000E0,2.184299927E2,3.923526636E-1,3.400000095E0,1.670000076E1,1.400000000E1
3.233558946E2,1.932388167E1,-9.917903500E1,2.282353516E3,2.274500000E3,0.000000000E0,2.184299927E2,3.927233133E-1,3.500000000E0,1.679999924E1,1.500000000E1
3.243558946E2,1.932387833E1,-9.917903500E1,2.282453523E3,2.274600000E3,0.000000000E0,2.184299927E2,3.936730468E-1,3.500000000E0,1.760000038E1,1.600000000E1
3.253558946E2,1.932388167E1,-9.917904333E1,2.281953532E3,2.274100000E3,0.000000000E0,2.184299927E2,3.947223523E-1,3.400000095E0,1.820000076E1,1.800000000E1
3.263558946E2,1.932388167E1,-9.917903333E1,2.281353513E3,2.273500000E3,0.000000000E0,2.184299927E2,3.958833798E-1,3.299999952E0,1.610000038E1,1.800000000E1
3.273558946E2,1.932387333E1,-9.917904000E1,2.280653545E3,2.272800000E3,0.000000000E0,2.184299927E2,3.973762577E-1,3.200000048E0,1.600000000E1,1.900000000E1
3.283558946E2,1.932386000E1,-9.917904167E1,2.280853578E3,2.273000000E3,0.000000000E0,2.184299927E2,3.987908403E-1,3.000000000E0,1.589999962E1,1.900000000E1
3.293558946E2,1.932385000E1,-9.917903333E1,2.281553584E3,2.273700000E3,0.000000000E0,2.184299927E2,4.000649068E-1,2.900000095E0,1.569999981E1,1.900000000E1
3.303558946E2,1.932384167E1,-9.917902500E1,2.282353587E3,2.274500000E3,0.000000000E0,2.184299927E2,4.017334280E-1,2.799999952E0,1.610000038E1,1.900000000E1
3.313558946E2,1.932383000E1,-9.917903500E1,2.282453633E3,2.274600000E3,0.000000000E0,2.184299927E2,4.028944556E-1,2.799999952E0,1.679999924E1,1.900000000E1
3.323558946E2,1.932382167E1,-9.917902833E1,2.282353638E3,2.274500000E3,0.000000000E0,5.279000092E1,4.028944556E-1,2.799999952E0,1.660000038E1,2.200000000E1
3.333558946E2,1.932382167E1,-9.917902833E1,2.282353638E3,2.274500000E3,0.000000000E0,5.279000092E1,4.028944556E-1,2.700000048E0,1.519999981E1,2.200000000E1
3.343558946E2,1.932382167E1,-9.917902833E1,2.282353638E3,2.274500000E3,0.000000000E0,5.279000092E1,4.028944556E-1,2.700000048E0,1.489999962E1,2.100000000E1
3.353558946E2,1.932382167E1,-9.917902833E1,2.282353638E3,2.274500000E3,0.000000000E0,5.279000092E1,4.028944556E-1,2.599999905E0,1.500000000E1,2.100000000E1
3.363558946E2,1.932382167E1,-9.917902833E1,2.282353638E3,2.274500000E3,0.000000000E0,1.159800034E2,4.028944556E-1,2.599999905E0,1.530000019E1,2.100000000E1
3.373558946E2,1.932382167E1,-9.917902833E1,2.282353638E3,2.274500000E3,0.000000000E0,1.159800034E2,4.088512323E-1,2.500000000E0,1.589999962E1,2.100000000E1
3.383558946E2,1.932377000E1,-9.917901333E1,2.283653726E3,2.275800000E3,2.990536094E-1,1.454700012E2,4.100122601E-1,2.599999905E0,1.650000000E1,2.100000000E1
3.393558946E2,1.932376167E1,-9.917900667E1,2.284853731E3,2.277000000E3,0.000000000E0,1.454700012E2,4.111779227E-1,2.500000000E0,1.550000000E1,2.200000000E1
3.403558946E2,1.932375167E1,-9.917900333E1,2.285453747E3,2.277600000E3,0.000000000E0,1.454700012E2,4.125892187E-1,2.599999905E0,1.560000038E1,2.100000000E1
3.413558946E2,1.932375000E1,-9.917899000E1,2.286853725E3,2.279000000E3,0.000000000E0,1.454700012E2,4.142571426E-1,2.599999905E0,1.629999924E1,2.100000000E1
3.423558946E2,1.932373500E1,-9.917899000E1,2.288353759E3,2.280500000E3,0.000000000E0,1.289900055E2,4.142571426E-1,2.599999905E0,1.600000000E1,2.100000000E1
3.433558946E2,1.932373500E1,-9.917899000E1,2.288353759E3,2.280500000E3,0.000000000E0,1.289900055E2,4.142571426E-1,2.599999905E0,1.629999924E1,2.200000000E1
3.443558946E2,1.932373500E1,-9.917899000E1,2.288353759E3,2.280500000E3,0.000000000E0,1.289900055E2,4.142571426E-1,2.599999905E0,1.600000000E1,2.200000000E1
3.453558946E2,1.932373500E1,-9.917899000E1,2.288353759E3,2.280500000E3,0.000000000E0,1.289900055E2,4.142571426E-1,2.700000048E0,1.610000038E1,2.100000000E1
3.463558946E2,1.932373500E1,-9.917899000E1,2.288353759E3,2.280500000E3,0.000000000E0,1.289900055E2,4.149984421E-1,2.599999905E0,1.629999924E1,1.800000000E1
3.473558946E2,1.932372833E1,-9.917899000E1,2.289653774E3,2.281800000E3,3.464080691E-1,2.619599915E2,4.156979798E-1,2.599999905E0,1.580000019E1,1.800000000E1
3.483558946E2,1.932372833E1,-9.917898333E1,2.290153760E3,2.282300000E3,0.000000000E0,2.595899963E2,4.167635263E-1,2.500000000E0,1.530000019E1,1.900000000E1
3.493558946E2,1.932372667E1,-9.917897333E1,2.289953744E3,2.282100000E3,0.000000000E0,3.269299927E2,4.175279665E-1,2.400000095E0,1.589999962E1,2.100000000E1
3.503558946E2,1.932372167E1,-9.917896833E1,2.289853746E3,2.282000000E3,0.000000000E0,1.880000000E2,4.175279665E-1,2.299999952E0,1.430000019E1,2.000000000E1
3.513558946E2,1.932372167E1,-9.917896833E1,2.289853746E3,2.282000000E3,0.000000000E0,1.880000000E2,4.175279665E-1,2.200000048E0,1.439999962E1,2.100000000E1
3.523558946E2,1.932372167E1,-9.917896833E1,2.289853746E3,2.282000000E3,0.000000000E0,1.880000000E2,4.175279665E-1,2.200000048E0,1.480000019E1,2.200000000E1
3.533558946E2,1.932372167E1,-9.917896833E1,2.289853746E3,2.282000000E3,0.000000000E0,1.880000000E2,4.175279665E-1,2.200000048E0,1.480000019E1,2.100000000E1
3.543558946E2,1.932372167E1,-9.917896833E1,2.289853746E3,2.282000000E3,0.000000000E0,1.880000000E2,4.175279665E-1,2.299999952E0,1.480000019E1,2.000000000E1
3.553558946E2,1.932372167E1,-9.917896833E1,2.289853746E3,2.282000000E3,0.000000000E0,1.880000000E2,4.175279665E-1,2.299999952E0,1.469999981E1,2.000000000E1
3.563558946E2,1.932372167E1,-9.917896833E1,2.289853746E3,2.282000000E3,0.000000000E0,2.412700043E2,4.218983761E-1,2.299999952E0,1.510000038E1,2.000000000E1
3.573558946E2,1.932368500E1,-9.917898333E1,2.291053859E3,2.283200000E3,3.314810991E-1,1.757400055E2,4.228250005E-1,2.400000095E0,1.519999981E1,1.900000000E1
3.583558946E2,1.932367667E1,-9.917898333E1,2.291353877E3,2.283500000E3,0.000000000E0,1.757400055E2,4.231956502E-1,2.400000095E0,1.539999962E1,1.800000000E1
3.593558946E2,1.932367333E1,-9.917898333E1,2.291953885E3,2.284100000E3,0.000000000E0,8.186000061E1,4.233705347E-1,2.400000095E0,1.519999981E1,1.900000000E1
3.603558946E2,1.932367333E1,-9.917898167E1,2.292253882E3,2.284400000E3,0.000000000E0,8.186000061E1,4.240273803E-1,2.400000095E0,1.519999981E1,1.900000000E1
3.613558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,8.186000061E1,4.240273803E-1,2.400000095E0,1.510000038E1,2.000000000E1
3.623558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,8.186000061E1,4.240273803E-1,2.400000095E0,1.550000000E1,1.900000000E1
3.633558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,8.186000061E1,4.240273803E-1,2.400000095E0,1.480000019E1,1.700000000E1
3.643558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,8.186000061E1,4.240273803E-1,2.400000095E0,1.460000038E1,1.700000000E1
3.653558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,3.378900146E2,4.240273803E-1,2.400000095E0,1.480000019E1,1.700000000E1
3.663558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,3.378900146E2,4.240273803E-1,2.299999952E0,1.539999962E1,1.600000000E1
3.673558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,3.378900146E2,4.240273803E-1,2.400000095E0,1.589999962E1,1.600000000E1
3.683558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,3.378900146E2,4.240273803E-1,2.400000095E0,1.519999981E1,1.700000000E1
3.693558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,3.378900146E2,4.240273803E-1,2.299999952E0,1.530000019E1,1.700000000E1
3.703558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,3.378900146E2,4.240273803E-1,2.299999952E0,1.480000019E1,1.800000000E1
3.713558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,3.378900146E2,4.240273803E-1,2.299999952E0,1.480000019E1,1.700000000E1
3.723558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,3.378900146E2,4.240273803E-1,2.299999952E0,1.480000019E1,1.900000000E1
3.733558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,3.378900146E2,4.240273803E-1,2.200000048E0,1.430000019E1,1.900000000E1
3.743558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,3.378900146E2,4.240273803E-1,2.200000048E0,1.469999981E1,1.900000000E1
3.753558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,3.378900146E2,4.240273803E-1,2.200000048E0,1.460000038E1,1.900000000E1
3.763558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,3.378900146E2,4.240273803E-1,2.299999952E0,1.500000000E1,1.900000000E1
3.773558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,2.966400146E2,4.240273803E-1,2.299999952E0,1.489999962E1,2.000000000E1
3.783558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,2.966400146E2,4.240273803E-1,2.299999952E0,1.519999981E1,2.000000000E1
3.793558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,2.966400146E2,4.240273803E-1,2.400000095E0,1.550000000E1,2.000000000E1
3.803558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,2.966400146E2,4.240273803E-1,2.400000095E0,1.530000019E1,2.000000000E1
3.813558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,2.966400146E2,4.240273803E-1,2.500000000E0,1.500000000E1,1.900000000E1
3.823558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,2.966400146E2,4.240273803E-1,2.500000000E0,1.450000000E1,1.900000000E1
3.833558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,2.966400146E2,4.240273803E-1,2.500000000E0,1.460000038E1,1.900000000E1
3.843558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,2.966400146E2,4.240273803E-1,2.500000000E0,1.480000019E1,1.900000000E1
3.853558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,1.042300034E2,4.240273803E-1,2.500000000E0,1.430000019E1,1.900000000E1
3.863558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,1.042300034E2,4.240273803E-1,2.400000095E0,1.469999981E1,1.900000000E1
3.873558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,1.042300034E2,4.240273803E-1,2.500000000E0,1.439999962E1,1.600000000E1
3.883558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,9.268000031E1,4.240273803E-1,2.500000000E0,1.389999962E1,1.600000000E1
3.893558946E2,1.932366833E1,-9.917898500E1,2.292453900E3,2.284600000E3,0.000000000E0,9.268000031E1,4.270519549E-1,2.500000000E0,1.419999981E1,1.700000000E1
3.903558946E2,1.932367333E1,-9.917901333E1,2.295553944E3,2.287700000E3,0.000000000E0,9.268000031E1,4.284510307E-1,2.599999905E0,1.480000019E1,1.800000000E1
3.913558946E2,1.932367333E1,-9.917902667E1,2.295553971E3,2.287700000E3,0.000000000E0,9.268000031E1,4.288468635E-1,2.599999905E0,1.530000019E1,1.800000000E1
3.923558946E2,1.932367500E1,-9.917903000E1,2.295653974E3,2.287800000E3,0.000000000E0,9.268000031E1,4.296113038E-1,2.700000048E0,1.560000038E1,1.800000000E1
3.933558946E2,1.932367000E1,-9.917903500E1,2.295753995E3,2.287900000E3,0.000000000E0,9.268000031E1,4.296113038E-1,2.799999952E0,1.569999981E1,1.800000000E1
3.943558946E2,1.932367000E1,-9.917903500E1,2.295753995E3,2.287900000E3,0.000000000E0,9.268000031E1,4.345744167E-1,2.799999952E0,1.620000076E1,1.800000000E1
3.953558946E2,1.932363833E1,-9.917906833E1,2.295854132E3,2.288000000E3,0.000000000E0,9.268000031E1,4.359737670E-1,2.900000095E0,1.629999924E1,1.700000000E1
3.963558946E2,1.932362667E1,-9.917907333E1,2.295754169E3,2.287900000E3,0.000000000E0,9.268000031E1,4.366161397E-1,3.000000000E0,1.650000000E1,1.700000000E1
3.973558946E2,1.932363000E1,-9.917906833E1,2.295954151E3,2.288100000E3,0.000000000E0,9.268000031E1,4.382932070E-1,3.000000000E0,1.650000000E1,1.700000000E1
3.983558946E2,1.932364500E1,-9.917906667E1,2.295654114E3,2.287800000E3,0.000000000E0,9.268000031E1,4.408393227E-1,2.799999952E0,1.530000019E1,1.900000000E1
3.993558946E2,1.932366000E1,-9.917904833E1,2.296054044E3,2.288200000E3,0.000000000E0,9.268000031E1,4.416037631E-1,2.700000048E0,1.500000000E1,1.900000000E1
4.003558946E2,1.932366500E1,-9.917904333E1,2.296454023E3,2.288600000E3,0.000000000E0,9.268000031E1,4.432716870E-1,2.700000048E0,1.410000038E1,1.900000000E1
4.013558946E2,1.932368000E1,-9.917904333E1,2.297553989E3,2.289700000E3,7.653919458E-1,5.365999985E1,4.440361273E-1,2.500000000E0,1.330000019E1,1.800000000E1
4.023558946E2,1.932368500E1,-9.917903833E1,2.297853967E3,2.290000000E3,7.566416860E-1,1.899999976E-1,4.454672699E-1,2.500000000E0,1.330000019E1,2.100000000E1
4.033558946E2,1.932369167E1,-9.917902667E1,2.298153929E3,2.290300000E3,0.000000000E0,1.899999976E-1,4.470026125E-1,2.500000000E0,1.380000019E1,2.000000000E1
4.043558946E2,1.932370000E1,-9.917901500E1,2.298653887E3,2.290800000E3,0.000000000E0,1.899999976E-1,4.480388180E-1,2.500000000E0,1.389999962E1,1.900000000E1
4.053558946E2,1.932370500E1,-9.917900667E1,2.298953859E3,2.291100000E3,0.000000000E0,1.899999976E-1,4.494699605E-1,2.500000000E0,1.310000038E1,2.100000000E1
4.063558946E2,1.932371167E1,-9.917899500E1,2.299553821E3,2.291700000E3,0.000000000E0,1.899999976E-1,4.499795873E-1,2.500000000E0,1.269999981E1,2.100000000E1
4.073558946E2,1.932371500E1,-9.917899833E1,2.299253820E3,2.291400000E3,0.000000000E0,1.374199982E2,4.505360102E-1,2.400000095E0,1.289999962E1,2.200000000E1
4.083558946E2,1.932371667E1,-9.917899333E1,2.299053807E3,2.291200000E3,0.000000000E0,8.879000092E1,4.505360102E-1,2.400000095E0,1.300000000E1,2.200000000E1
4.093558946E2,1.932371667E1,-9.917899333E1,2.299053807E3,2.291200000E3,0.000000000E0,8.879000092E1,4.505360102E-1,2.299999952E0,1.360000038E1,2.200000000E1
4.103558946E2,1.932371667E1,-9.917899333E1,2.299053807E3,2.291200000E3,0.000000000E0,8.879000092E1,4.505360102E-1,2.299999952E0,1.339999962E1,2.100000000E1
4.113558946E2,1.932371667E1,-9.917899333E1,2.299053807E3,2.291200000E3,0.000000000E0,2.716499939E2,4.505360102E-1,2.299999952E0,1.389999962E1,2.000000000E1
4.123558946E2,1.932371667E1,-9.917899333E1,2.299053807E3,2.291200000E3,0.000000000E0,2.716499939E2,4.505360102E-1,2.299999952E0,1.380000019E1,1.900000000E1
4.133558946E2,1.932371667E1,-9.917899333E1,2.299053807E3,2.291200000E3,0.000000000E0,2.716499939E2,4.505360102E-1,2.299999952E0,1.460000038E1,2.100000000E1
4.143558946E2,1.932371667E1,-9.917899333E1,2.299053807E3,2.291200000E3,0.000000000E0,2.716499939E2,4.505360102E-1,2.400000095E0,1.330000019E1,2.200000000E1
4.153558946E2,1.932371667E1,-9.917899333E1,2.299053807E3,2.291200000E3,0.000000000E0,2.716499939E2,4.505360102E-1,2.400000095E0,1.310000038E1,2.200000000E1
4.163558946E2,1.932371667E1,-9.917899333E1,2.299053807E3,2.291200000E3,0.000000000E0,2.716499939E2,4.505360102E-1,2.400000095E0,1.310000038E1,2.200000000E1
4.173558946E2,1.932371667E1,-9.917899333E1,2.299053807E3,2.291200000E3,0.000000000E0,2.716499939E2,4.553225449E-1,2.400000095E0,1.310000038E1,2.200000000E1
4.183558946E2,1.932374000E1,-9.917895500E1,2.300853678E3,2.293000000E3,3.052302897E-1,2.591600037E2,4.560220825E-1,2.400000095E0,1.300000000E1,2.100000000E1
4.193558946E2,1.932374000E1,-9.917896167E1,2.300953691E3,2.293100000E3,0.000000000E0,2.457500000E2,4.566644548E-1,2.400000095E0,1.339999962E1,2.100000000E1
4.203558946E2,1.932374333E1,-9.917896667E1,2.301353694E3,2.293500000E3,0.000000000E0,2.160800018E2,4.570142236E-1,2.400000095E0,1.339999962E1,2.100000000E1
4.213558946E2,1.932374333E1,-9.917897000E1,2.301553700E3,2.293700000E3,0.000000000E0,2.091199951E2,4.570142236E-1,2.400000095E0,1.350000000E1,2.100000000E1
4.223558946E2,1.932374333E1,-9.917897000E1,2.301553700E3,2.293700000E3,0.000000000E0,2.091199951E2,4.570142236E-1,2.400000095E0,1.310000038E1,2.000000000E1
4.233558946E2,1.932374333E1,-9.917897000E1,2.301553700E3,2.293700000E3,0.000000000E0,2.091199951E2,4.570142236E-1,2.299999952E0,1.330000019E1,2.000000000E1
4.243558946E2,1.932374333E1,-9.917897000E1,2.301553700E3,2.293700000E3,0.000000000E0,2.091199951E2,4.570142236E-1,2.299999952E0,1.369999981E1,2.100000000E1
4.253558946E2,1.932374333E1,-9.917897000E1,2.301553700E3,2.293700000E3,0.000000000E0,2.091199951E2,4.570142236E-1,2.299999952E0,1.389999962E1,2.100000000E1
4.263558946E2,1.932374333E1,-9.917897000E1,2.301553700E3,2.293700000E3,0.000000000E0,2.091199951E2,4.570142236E-1,2.299999952E0,1.319999981E1,2.100000000E1
4.273558946E2,1.932374333E1,-9.917897000E1,2.301553700E3,2.293700000E3,0.000000000E0,2.091199951E2,4.570142236E-1,2.200000048E0,1.350000000E1,2.200000000E1
4.283558946E2,1.932374333E1,-9.917897000E1,2.301553700E3,2.293700000E3,0.000000000E0,2.091199951E2,4.570142236E-1,2.200000048E0,1.339999962E1,2.200000000E1
4.293558946E2,1.932374333E1,-9.917897000E1,2.301553700E3,2.293700000E3,0.000000000E0,2.091199951E2,4.570142236E-1,2.200000048E0,1.350000000E1,2.300000000E1
4.303558946E2,1.932374333E1,-9.917897000E1,2.301553700E3,2.293700000E3,0.000000000E0,2.091199951E2,4.601056655E-1,2.200000048E0,1.350000000E1,2.400000000E1
4.313558946E2,1.932377000E1,-9.917897833E1,2.303753656E3,2.295900000E3,4.267047346E-1,2.090899963E2,4.604554343E-1,2.200000048E0,1.389999962E1,2.400000000E1
4.323558946E2,1.932377000E1,-9.917898167E1,2.303753663E3,2.295900000E3,4.164102674E-1,2.411499939E2,4.622391279E-1,2.299999952E0,1.430000019E1,2.400000000E1
4.333558946E2,1.932378167E1,-9.917897000E1,2.304053613E3,2.296200000E3,4.112630486E-1,3.586000061E1,4.635827269E-1,2.200000048E0,1.339999962E1,2.400000000E1
4.343558946E2,1.932379333E1,-9.917896667E1,2.304253580E3,2.296400000E3,4.380286038E-1,5.720999908E1,4.646475713E-1,2.200000048E0,1.360000038E1,2.400000000E1
4.353558946E2,1.932380167E1,-9.917896167E1,2.304353552E3,2.296500000E3,4.581027925E-1,5.472000122E1,4.655414161E-1,2.200000048E0,1.439999962E1,2.400000000E1
4.363558946E2,1.932380333E1,-9.917895333E1,2.304653531E3,2.296800000E3,4.874419570E-1,8.150000000E1,4.662409535E-1,2.200000048E0,1.450000000E1,2.400000000E1
4.373558946E2,1.932380333E1,-9.917894667E1,2.304853518E3,2.297000000E3,4.858977795E-1,7.994000244E1,4.664158378E-1,2.099999905E0,1.489999962E1,2.400000000E1
4.383558946E2,1.932380333E1,-9.917894500E1,2.304853515E3,2.297000000E3,4.750885963E-1,1.301000023E1,4.668116704E-1,2.099999905E0,1.410000038E1,2.400000000E1
4.393558946E2,1.932380167E1,-9.917894833E1,2.304653525E3,2.296800000E3,5.039130449E-1,2.761700134E2,4.669865547E-1,2.099999905E0,1.430000019E1,2.400000000E1
4.403558946E2,1.932380167E1,-9.917895000E1,2.304753529E3,2.296900000E3,4.544997215E-1,2.485099945E2,4.673823873E-1,2.099999905E0,1.469999981E1,2.400000000E1
4.413558946E2,1.932380000E1,-9.917895333E1,2.304753539E3,2.296900000E3,0.000000000E0,2.485099945E2,4.675572716E-1,2.200000048E0,1.519999981E1,2.400000000E1
4.423558946E2,1.932380000E1,-9.917895500E1,2.304653542E3,2.296800000E3,0.000000000E0,2.485099945E2,4.677425965E-1,2.200000048E0,1.430000019E1,2.400000000E1
4.433558946E2,1.932379833E1,-9.917895500E1,2.304453546E3,2.296600000E3,4.102336168E-1,1.518000031E2,4.685622691E-1,2.299999952E0,1.419999981E1,2.300000000E1
4.443558946E2,1.932380500E1,-9.917895167E1,2.304053524E3,2.296200000E3,0.000000000E0,1.518000031E2,4.689721053E-1,2.200000048E0,1.419999981E1,2.300000000E1
4.453558946E2,1.932380167E1,-9.917895000E1,2.304053529E3,2.296200000E3,0.000000000E0,1.518000031E2,4.696289508E-1,2.299999952E0,1.469999981E1,2.300000000E1
4.463558946E2,1.932379667E1,-9.917894667E1,2.304053533E3,2.296200000E3,0.000000000E0,1.518000031E2,4.696289508E-1,2.299999952E0,1.460000038E1,2.200000000E1
4.473558946E2,1.932379667E1,-9.917894667E1,2.304053533E3,2.296200000E3,0.000000000E0,1.518000031E2,4.696289508E-1,2.400000095E0,1.539999962E1,2.300000000E1
4.483558946E2,1.932379667E1,-9.917894667E1,2.304053533E3,2.296200000E3,0.000000000E0,1.518000031E2,4.696289508E-1,2.400000095E0,1.610000038E1,2.300000000E1
4.493558946E2,1.932379667E1,-9.917894667E1,2.304053533E3,2.296200000E3,0.000000000E0,1.518000031E2,4.747549514E-1,2.500000000E0,1.679999924E1,2.200000000E1
4.503558946E2,1.932375333E1,-9.917896333E1,2.304353664E3,2.296500000E3,0.000000000E0,1.518000031E2,4.760686424E-1,2.500000000E0,1.770000076E1,2.200000000E1
4.513558946E2,1.932374333E1,-9.917897000E1,2.304253700E3,2.296400000E3,0.000000000E0,1.518000031E2,4.762539673E-1,2.599999905E0,1.760000038E1,2.200000000E1
4.523558946E2,1.932374167E1,-9.917897000E1,2.304053704E3,2.296200000E3,0.000000000E0,1.518000031E2,4.770736399E-1,2.599999905E0,1.829999924E1,2.100000000E1
4.533558946E2,1.932373500E1,-9.917897333E1,2.303853726E3,2.296000000E3,0.000000000E0,1.518000031E2,4.784735244E-1,2.700000048E0,1.820000076E1,2.000000000E1
4.543558946E2,1.932372667E1,-9.917898333E1,2.303853764E3,2.296000000E3,0.000000000E0,1.518000031E2,4.801273305E-1,2.700000048E0,1.850000000E1,1.900000000E1
4.553558946E2,1.932371667E1,-9.917899500E1,2.303953810E3,2.296100000E3,0.000000000E0,1.518000031E2,4.813568395E-1,2.700000048E0,1.879999924E1,1.900000000E1
